Key,Value
136325578,The Ashsly Farmstead
137374178,The Fortress of Buckinging
138422770,The Citadel of Greenfield
139471380,The White Goat Pub
140519963,Bleeding Redeemer of Kynareth
141568583,Ruins of Kinghart Manor
142617171,Pening Minster
143665774,The Copperton Farmstead
144714352,Ruins of The Yeomsly Plantation
145762949,The Crimson Djinn Inn
146811541,The Gaerhouse Farmstead
147860134,Old Lysona's Farm
148908733,The Woodford Graveyard
149957315,Wailing Ascencion of Kynareth
151005897,The Old Moorston Hovel
152054481,The Stronghold of Mastersley
153103083,Ruins of Greenwing Orchard
154152288,Reywark
155200874,The Ysyvyra Tradition
156249469,The Grotto of Sahith
157298115,Hawksmith Manor
158346795,The Bat and Bird Hostel
159395423,Reliquary of Sai
160444066,The Flying Goat Hostel
161492649,Old Elyna's Place
162541235,Ruins of Tower Moorsley
163589839,Old Ysyssa's Place
164639053,Ruins of Gaerwing Manor
165687643,The Convocation of Chrystara
166736234,Ruins of The Gaerwing Farmstead
167784958,The Hold of Moorham
168833545,Buckingwing Grange
169882143,Fearful Redeemer of Kynareth
170930735,Infinite Omen of Kynareth
171979389,Ruins of The Yeomham Cabin
173027969,The Graves of Hawkhouse
174076551,Grayford
175125143,The Moorton Cabin
176174380,The Old Yeomfield Shack
177223040,The King's Porcupine Inn
178271618,Knightswych
179320196,The White Barbarian Pub
180368787,The Tombs of Moorfield
181417374,Wailing Relic of Kynareth
182465966,The Vault of Darkovan
183514590,Woodhouse's Hold
184563177,The Devil's Scorpion Lodge
185611769,Burning Omen of Kynareth
186660354,The Buckinghart Farmstead
187708957,Castle Coppercroft
188757543,Old Barbayne's Place
189806134,Crossford
190854723,Old Belladorya's Place
191903306,The Sahilitherullah Cave
192951896,Ruins of Greenwing Grange
194000478,The Dwarf and Fawn Lodge
195049067,The Hole of Homunebrotha
196097657,The Dispogul Grotto
197146930,The Hawkhart Farmstead
198195512,Infinite Light of Kynareth
199244098,Woodwing Hall
200292689,The Laughing Muskrat Pub
201341268,The Fortress of Greensly
202389860,The Hearthing Farmstead
203438449,Hearthfield Grange
204487042,The Graves of Buckingford
205535649,Charenbury
206584250,Ruins of Old Barbyvyra's Farm
207632836,The Hawking Plantation
208681429,The Yeomsmith Vaults
209730038,The Unfortunate Wolf Hostel
210778621,Yeomsly Grange
211827224,The Yeomsmith Farmstead
212875832,Castle Wooding
213924425,The Dead Jug Inn
214973005,The Wicksley Plantation
216021639,Charencester Garden
217070855,The Beaver and Ogre Hostel
218119435,The Dispul Hole
219168019,Mastersley Grange
220216600,The Old Moorton Hovel
221265198,Ruins of Greenwing Court
222313857,Baeltower
223362447,The Fortress of Woodham
224411033,The Buckingsley Farmstead
225459674,The Cave of Balorgon
226508282,Ruins of The Hearthwing Cabin
227556876,Ruins of Castle Hearthhouse
228605479,The Masterhart Farmstead
229654076,Mastercroft Orchard
230703436,The Tombs of Masterhart
231752036,Burning Oracle of Kynareth
232800684,Ruins of Tower Kingston
233849262,Old Barbyvyra's Shack
234897852,The Ashwing Plantation
235946453,The Feather and Dragon Lodge
236995033,The Old Wicksley Shack
238043679,Skobith
239092262,Chestertry
240140841,The Mastersmith Vaults
241189419,Longlech
242237998,The Buckingsmith Plantation
243286585,Buckingsly Manor
244335820,The Queen's Woodchuck Lodge
245384418,The Lair of Daglath
246433092,Ruins of Old Evelorya's Shack
247481674,The Fortress of Masterton
248530265,Hawkhart Grange
249578844,Lamwich
250627441,Lampath
251676029,Blacklech
252724611,Castle Moorton
253773216,The Lucky Scorpion Pub
254821828,Ruins of Tower Masterhart
255870429,The Dunore Tunnel
256919034,The Old Kingcroft Shack
257967619,The Old Wickhouse Shack
259016219,The Hawkwing Farmstead
260064804,Reliquary of Sai
261114054,Oxmont
262162645,The Quarry of Dunistair
263211382,The Savage Dog Tavern
264259985,Old Lysona's Place
265308611,Old Lysyna's Farm
266357292,THe Crypts of Moorham
267406514,Crossley
268455093,Gripbith
269503681,The Copperhart Cemetery
270552284,Old Elyrrya's Shack
271600876,The Screaming Wolf Tavern
272649482,Dagthoth
273698071,Ruins of The Kington Cabin
274746739,Ruins of The Ashston Farmstead
275795363,Ruins of Hawking Palace
276843960,The Hearthcroft Graveyard
277892546,The Greenwing Vaults
278941126,The Moorsmith Graveyard
279989710,The Hawkston Graveyard
281038291,Castle Gaerfield
282086873,Old Carolausa's Hovel
283135462,The Cave of Jubexa
284184051,Ruins of The Hold of Wicking
285232653,Ruins of Tower Buckingford
286281889,The Quarry of Gondyctor
287330532,Greenston Tower
288379125,Singworth
289427757,The Old Kinghouse Place
290476340,THe Crypts of Yeoming
291524921,Aldgate
292573518,Ruins of Moorton Hall
293622131,Aldwold
294670710,The Tower of Hearthham
295719331,The Gold Guard Lodge
296768640,The Woodcroft Cemetery
297817219,Deerton
298865831,Old Chrystara's Hovel
299914431,Coppersmith Orchard
300963135,Hearthsley's Hold
302011730,The Buckingham Graveyard
303060343,The Morkebrinxiva Grotto
304108942,Gaerham Grange
305157528,Ripton
306206114,Ripwell
307254730,The Old Masterhart Place
308303988,The Balonessa Grotto
309352649,Ruins of The Old Ashford Hovel
310401241,Silent Rebirth of Kynareth
311449835,Wrothgaria
312498415,The Old Copperford Shack
313547003,The Buckingham Plantation
314595585,Ipston
315644171,Reliquary of Raen
316692765,The Balith Grotto
317741381,Ruins of Castle Woodham
318790042,The Dwarf and Stag Hostel
319838638,The Pit of Baalilexullah
320887239,The Rat and Hedgehog Tavern
321936445,The Lair of Baalorgon
322985071,Vandale
324033655,Ruins of The Citadel of Ashing
325082269,Mordoryan Laboratory
326130849,Infinite Altar of Kynareth
327179428,Knightscester
328228031,Ruins of The Old Yeomford Shack
329276668,The Old Yeomcroft Shack
330325274,The Gold Stag Inn
331373876,Ruins of Buckington Court
332422496,The Dwarf and Badger Hostel
333471090,Knightstry
334519687,Wicksly Orchard
335568281,Cathbrugh
336617595,Holtry
337666191,The Old Gaerford Place
338714789,The Woodton Farmstead
339763375,The Convocation of Ysayne
340811963,Ruins of Hawkfield Manor
341860560,The Hearthfield Farmstead
342909225,The Uthywyr Lode
343957837,THe Crypts of Wickton
345006451,Perpetual Soul of Kynareth
346055029,The Gold Sword Pub
347103642,The Old Hawkhart Shack
348152813,The Old Ashston Shack
349201391,Wailing Oracle of Kynareth
350249993,The Wicking Graveyard
351298608,The Fortress of Woodsly
352347248,Eternal Oracle of Kynareth
353395858,The Screaming Griffin Tavern
354444436,Ruins of Wickcroft's Guard
355493044,Old Carolyrrya's Place
356541628,The Cavern of Gerorgon
357590206,The Howling Sword Lodge
358638827,Shrine of Ephen
359687435,The Gold Stag Tavern
360736020,Ruins of Woodsmith Palace
361784621,Tower Buckinging
362833223,The Old Moorsley Place
363882486,Ruins of Yeoming Palace
364931089,Ruins of Old Carolorya's Shack
365979678,Broadham
367028268,Woodsmith Manor
368076847,The Old Wooding Shack
369125426,Longwall
370174010,Kirkham
371222599,The Ashton Farmstead
372271180,Bleeding Idol of Kynareth
373319763,Weeping Light of Kynareth
374368341,The Old Wickhart Hovel
375416924,The Hawkford Farmstead
376465528,Moorham Orchard
377514113,The Coppering Plantation
378562700,Copperston Manor
379611278,The Homunuchothullah Cave
380659903,The Wickwing Vaults
381708594,The Ashhouse Farmstead
382757173,Midway
383806434,Lamwood
384855040,Ruins of Yeomsmith's Guard
385903652,Holy Martyr of Kynareth
386952302,The Tristore Tunnel
388000933,Shelter of Phen
389049620,The Fox and Goblin Hostel
390098873,Oxcart
391147462,The Coppercroft Cabin
392196059,Aldingmoth
393244656,The Hole of Gerilasuna
394293298,Castle Gaerhouse
395341900,Newing
396390520,Ruins of Wickham Manor
397439101,Ruins of Buckingham Manor
398487685,The Moorford Farmstead
399536318,The Dead Mug Lodge
400584937,The Dancing Bird Hostel
401633535,The Copperhouse Farmstead
402682144,Old Carolanna's Hovel
403730726,Newwark 
404779920,Ruins of Ashford Orchard
405828529,Knightsmarket
406877110,Ruins of The Yeomton Plantation
407925710,Old Morgara's Farm
408974300,Tricerrirugoth
410022926,Ruins of Castle Wickton
411071537,The Tombs of Moorston
412120126,The Tower of Hearthhouse
413168706,Crossing
414217330,The Gold Goat Pub
415265955,Bleeding Tree of Kynareth
416314569,Wickhart Palace
417363171,Cathbeth
418411757,Burgidge
419460369,Wooding Orchard
420508956,Burgton
421558142,The Gondyctor Lode
422606723,The Stronghold of Kinghart
423655339,Old Lysyvyra's Farm
424703965,Perpetual Idol of Kynareth
425752568,Longborne
426801173,Whiteville
427849810,The Old Hearthsly Hovel
428898398,The Kingwing Plantation
429946999,Whitebury
430995588,The Masterhart Cemetery
432044247,Greencroft Palace
433092842,The Woodhouse Farmstead
434141450,Ruins of The Tower of Kingford
435190628,The Queen's Cat Hostel
436239216,The Devil's Barbarian Tavern
437287865,The Copperston Farmstead
438336504,Copperhart Hall
439385115,Altar of I'ric
440433700,Old Vyctyn's Hovel
441482301,Bleeding Ascencion of Kynareth
442530914,The Hole of Dispither
443579498,Mastersley Hall
444628080,Chestertale
445676670,Old Chrystyvyra's Place
446725270,Old Chrystyssa's Place
447773871,Longfort
448822452,Old Elyzabyth's Farm
449871044,Weeping Star of Kynareth
450920308,Yeomsley Grange
451968887,Shrine of Dugrod
453017480,The Edwynak Quarry
454066073,Ashston Hall
455114698,The Cult of Evelyn
456163278,The Bedistair Quarry
457211911,The Kingham Cemetery
458260531,The Hawkwing Cabin
459309120,Balitheressa Hollow
460357727,Ruins of Hearthfield Manor
461406355,Ruins of The Buckinghart Cabin
462454958,The Aviary of Norhoth
463503542,The Stronghold of Moorton
464552936,Fontvale
465601526,Old Elyzanna's Shack
466650131,The Kington Plantation
467698734,Ruins of Hawkford's Hold
468747312,Ruins of Old Carolona's Hovel
469795890,The Kingford Cemetery
470844472,Ruins of Mastersly Manor
471893068,The Yeomham Farmstead
472941711,Old Elyn's Farm
473990323,Fontlech
475038907,The Dwarf and Scorpion Hostel
476088092,The Copperfield Farmstead
477136674,Rattithrac
478185280,Barbyrrya Cultus
479233885,Wilderpath
480282469,Burning Light of Kynareth
481331048,Gentle Altar of Kynareth
482379672,Tammont
483428251,The Mastersly Farmstead
484476849,The Moorwing Farmstead
485525428,The Tower of Moorsley
486574010,The Moorston Cemetery
487622603,Ruins of Woodsly Manor
488671191,Uppath
489719779,Holtown
490768387,The Wickwing Cemetery
491817009,Holbrone Moor
492865610,Old Vannolda's Farm
493914215,The Feather and Griffin Lodge
494963468,Aldmoth
496012082,Reliquary of Sai
497060660,The Wickhart Cemetery
498109272,The Mordyval Mines
499157879,Ruins of The Old Kingford Place
500206470,The Haunt of Corrivarus
501255096,Charenwood
502303677,The Buckingfield Farmstead
503352280,Kinghart Orchard
504400864,The Woodfield Plantation
505449455,Cromwark Hamlet
506498062,The Wickston Farmstead
507546651,The Feather and Porcupine Inn
508595289,Cromcastle
509643873,The Grotto of Marebith
510692478,The Hearthhouse Tombs
511741074,Ruins of The Woodwing Farmstead
512790342,The Greenhouse Burial Ground
513838945,Burning Tree of Kynareth
514887544,Gothing
515936134,Ruins of The Greencroft Cabin
516984728,The Woodwing Graveyard
518033336,Blessed Star of Kynareth
519081917,Perpetual Rebirth of Kynareth
520130500,Ruins of The Greening Farmstead
521179078,Old Ysyn's Place
522227658,Eternal Idol of Kynareth
523276274,The Gold Griffin Inn
524324856,The Coppersley Plantation
525373473,The Savage Scorpion Lodge
526422054,Old Morgyn's Farm
527470659,The Theodoryan Excavation
528519897,The Moorham Farmstead
529568475,The Gold Rascal Lodge
530617063,The Old Kingston Shack
531665643,Ruins of The Buckingwing Cabin
532714223,The Greenton Farmstead
533762809,Ruins of Old Carolanna's Shack
534811404,Ruins of Buckingford Orchard
535860010,The Masterfield Farmstead
536908623,The Mastersley Farmstead
537957201,The Old Hearthcroft Hovel
539005814,The Hearthsmith Plantation
540054413,Demoth Hollow
541103051,The Kinghart Farmstead
542151637,Penwell
543200222,Wickton Tower
544248860,The Dead Gnome Pub
545297443,Old Gwynyssa's Farm
546346030,Singing Tree of Kynareth
547394649,The Screaming Jug Inn
548443236,Inner Sunrise of Kynareth
549492452,Silent Tree of Kynareth
550541030,Old Vannara's Shack
551589642,The White Gnome Lodge
552638292,The Moorsly Farmstead
553686876,Moorhouse Orchard
554735506,Vanwick
555784085,Ruins of Buckingwing Manor
556832687,The Masterfield Cemetery
557881283,Ruins of Old Vyctyn's Shack
558929865,The Dunistair Pit
559978515,Knightsborne
561027121,Masterham Orchard
562075704,The King's Gnome Hostel
563124909,The Lair of Dispona
564173508,Perpetual Tree of Kynareth
565222090,Fearful Altar of Kynareth
566270674,The Quarry of Alabyrick
567319262,Ruins of Old Lysara's Hovel
568367892,Ruins of The Ashfield Cabin
569416483,Old Belladayne's Farm
570465061,Hawksmith Grange
571513649,Fearful Idol of Kynareth
572562279,The Woodhart Cabin
573610871,Tamville
574659457,Singing Rebirth of Kynareth
575708046,Charenmore
576756633,Old Barborya's Farm
577805287,The Gondastyr Mines
578853881,Vojphang
579902464,Ruins of Old Evelabyth's Shack
580951042,Hawkwing Orchard
582000312,The Gaering Vaults
583048961,Aldhope
584097569,The Yeomton Vaults
585146179,Ruins of Old Lysyn's Shack
586194835,The Crypt of Darkimor
587243415,Old Vyctanna's Farm
588292027,The Flying Bird Tavern
589340625,Silent Oracle of Kynareth
590389215,Yeoming Manor
591437804,Sacred Redeemer of Kynareth
592487036,Ruins of The Hold of Moorsmith
593535620,The Tristyn Lode
594584199,The Gaerston Farmstead
595632850,Gaersly Grange
596681431,The Masterwing Farmstead
597730023,Old Vannorya's Hovel
598778630,Moorhart Orchard
599827222,The Hearthcroft Plantation
600875811,Tower Yeomsmith
601924409,The Woodsly Cemetery
602973020,Greenton Grange
604021624,The Mole and Castle Lodge
605070276,The Yeomhart Graveyard
606118859,Marither Hollow
607167471,The Woodham Graveyard
608216757,The Fox and Dungeon Hostel
609265361,Ruins of Greenhart Manor
610313947,Masterhart Manor
611362529,The Coppersley Farmstead
612411107,Joyous Ascencion of Kynareth
613459696,The King's Ogre Hostel
614508280,Reliquary of Raen
615556858,The Kingsmith Graveyard
616605521,Greencroft Hall
617654124,Ruins of Buckingsmith Court
618702705,The Old Gaerford Place
619751314,The Thirsty Rascal Hostel
620799900,The Old Mastersley Place
621848489,The Mastersly Cabin
622897833,The Coppersley Cemetery
623946460,The Feather and Castle Pub
624995044,Reycastle
626043673,Blessed Relic of Kynareth
627092257,Aldingham
628140870,The Woodwing Plantation
629189455,Ruins of Greenhouse Tower
630238038,Old Carolyn's Farm
631286657,Aldingworth
632335241,Newleigh
633383833,The Flying Stag Lodge
634432411,Wickham Orchard
635481738,Crossgate
636530340,The Restless Muskrat Tavern
637578921,Burgshire
638627512,The Citadel of Gaerston
639676090,Sacred Martyr of Kynareth
640724696,The Old Hawkford Shack
641773286,The Old Hawkham Shack
642821869,Old Gwynyrrya's Farm
643870581,Old Gwynayne's Hovel
644919919,Moorton Orchard
645968542,Copperham Hall
647017131,The Agristyr Quarry
648065713,Holy Ascencion of Kynareth
649114294,Tricerridon
650162887,Ruins of Buckingcroft Grange
651211473,The Screaming Woodchuck Pub
652260127,Ruins of Masterston Manor
653308718,Singing Ascencion of Kynareth
654357299,Cromton
655405899,Ruins of Gaersmith Hall
656454522,Ruins of Yeomsley Court
657503108,The Tower of Wicksmith
658551692,Longwell 
659600289,The Masterhouse Cemetery
660649578,Ripbeth
661698159,The Mole and Dog Pub
662746791,Infinite Star of Kynareth
663795378,Old Barbabyth's Farm
664843965,Weeping Altar of Kynareth
665892559,The Lion and Muskrat Hostel
666941229,The Circle of Ysyrrya
667989813,Old Ysabyth's Farm
669038402,The Moorsley Farmstead
670086985,The Laughing Sword Pub
671135577,The Andore Quarry
672184183,Ruins of The Moorham Plantation
673232779,Mastercroft Grange
674282062,Ruins of Woodford Court
675330640,Tunfort
676379243,Tuntale
677427824,Singing Martyr of Kynareth
678476406,Lamfort
679524987,The Yeomton Farmstead
680573566,Lamcester
681622167,Ripwall
682670829,The Mole and Muskrat Hostel
683719429,Burning Rebirth of Kynareth
684768007,Bleeding Star of Kynareth
685816586,Hawking Orchard
686865176,Charbrugh
687913782,The Woodhart Farmstead
688962366,Grumghu
690010962,Buckingsly Grange
691060309,The Old Greenhart Hovel
692108916,Ruins of Woodcroft Manor
693157508,The Wicksly Cemetery
694206091,Old Lysyrrya's Place
695254739,Ruins of Buckingcroft Hall
696303333,THe Crypts of Kingwing
697351938,Perpetual Omen of Kynareth
698400517,Ruins of Tower Hawkcroft
699449101,Shrine of Vigryl
700497685,The Buckingsmith Tombs
701546306,The Greensley Plantation
702594891,The Greensly Farmstead
703644199,Old Vannara's Hovel
704692886,The Moorsmith Farmstead
705741485,The Graves of Kinghouse
706790086,Castle Wicksly
707838788,The Ashhouse Plantation
708888076,Singham
709936658,Castle Hearthford
710985254,Perpetual Light of Kynareth
712033835,Jhim Sei Shrine
713082415,The Wicksley Farmstead
714130996,Old Belladayne's Shack
715179601,Singing Soul of Kynareth
716228202,Old Vyctyvyra's Farm
717276791,Old Gwynyna's Farm
718325380,The Old Coppercroft Shack
719373983,Buckingsly Hall
720422567,Singwall
721471153,Old Barbara's Hovel
722519733,The White Castle Tavern
723568358,The Feather and Scorpion Hostel
724616936,Aldleigh
725665516,The Old Moorford Hovel
726714097,The Moorton Farmstead
727762701,Kieran Theatre
728811286,Shedungent
729859877,Singing Prophet of Kynareth
730909210,Bleeding Sunrise of Kynareth
731957832,Blessed Prophet of Kynareth
733006422,The Hearthhart Farmstead
734055075,The Howling Priest Lodge
735103657,Kinghouse Orchard
736152247,The Dematithulla Hole
737200883,The Lion and Goblin Lodge
738249464,Ruins of The Tower of Kingwing
739298773,Divad Monument
740347354,The Cave of Sahatulessa
741395936,The Old Greenham Place
742444548,The Gaersmith Farmstead
743493155,The Gaerston Cabin
744541765,The Maelasulla Cavern
745590374,The Yeomford Farmstead
746638965,Tower Hawksley
747687559,Reygate
748736166,Old Elyzorya's Shack
749784748,The Screaming Goat Lodge
750833329,THe Crypts of Moorwing
751881918,Ruins of Old Elolda's Hovel
752930521,Fearful Tree of Kynareth
753979125,Tunwell
755028448,Ruins of Castle Yeomston
756077030,Vanwell
757125628,Copperwing Orchard
758174216,Copperton Orchard
759222805,The Stronghold of Wickford
760271387,The Greencroft Farmstead
761319984,The Old Greenhouse Place
762368563,Weeping Idol of Kynareth
763417141,The Andoryan Quarry
764465722,Ruins of Old Vannanna's Hovel
765514314,The Howling Giant Pub
766562906,The Kingcroft Burial Ground
767611538,Knightsford Borough
768660119,The Kingham Farmstead
769709493,The Wickham Farmstead
770758109,Holy Light of Kynareth
771806699,Hawkfield Palace
772855295,The Dirty Djinn Hostel
773903904,Ruins of Old Lysyvyra's Shack
774952503,The Lynx and Giant Pub
776001110,Singing Light of Kynareth
777049713,The Ashfield Farmstead
778099146,Ruins of Old Vannyna's Hovel
779147739,The Howling Stag Pub
780196348,The Haunt of Correhor
781245023,Ruins of Moorcroft Court
782293601,Mastersly's Guard
783342188,Ruins of The Hold of Yeomfield
784391577,Blessed Oracle of Kynareth
785440215,Holy Soul of Kynareth
786488793,Ruins of Hearthhart Hall
787537372,The Quarry of Uthistyr
788585971,The Tower of Yeomhart
789634558,Gaerham Orchard
790683168,Stokfort
791731841,The Masterston Farmstead
792780440,Castle Wickfield
793829740,Altar of I'ric
794878326,The Woodford Farmstead
795926922,Ruins of The Ashcroft Farmstead
796975501,The Demoginx Cave
798024079,The Old Hearthfield Place
799072657,Easttry
800121258,Inner Omen of Kynareth
801169846,The Wicksmith Plantation
802218493,The Hawking Cabin
803267104,Inner Ascencion of Kynareth
804315709,Woodsley Grange
805364290,The Savage Pit Inn
806412870,Old Carolyvyra's Shack
807462219,The Restless Woodchuck Lodge
808510798,The Citadel of Hearthston
809559408,The Red Castle Hostel
810607996,The Howling Mug Pub
811656610,Lamlech
812705192,The Yeomwing Farmstead
813753806,Hearthford Manor
814802426,Westpath
815851009,The Kinging Cabin
816899609,The Rusty Dog Tavern
817948192,The Fox and Hedgehog Lodge
818996784,Ruins of Old Ysabyth's Farm
820045365,Ruins of The Old Gaerford Shack
821094752,Grayhope
822143339,Holy Prophet of Kynareth
823191933,The Old Coppersmith Shack
824240515,Ruins of Kingham Hall
825289107,The Buckingwing Farmstead
826337697,The Masterston Tombs
827386290,Ruins of Coppersley Manor
828434893,The Wickcroft Graveyard
829483517,The Savage Jug Pub
830532110,Castle Hearthsmith
831580728,The Cave of Sahebrithiah
832629316,Old Evelara's Farm
833677894,The Old Kingwing Hovel
834727253,The Mouse and Dog Lodge
835775842,The Rodoryan Quarry
836824431,Ruins of Kingford Hall
837873013,Masterwing Orchard
838921605,The Moorton Cemetery
839970220,The Copperhart Farmstead
841018800,The Red Porcupine Lodge
842067390,The Cavern of Marinx
843115974,The Ashston Farmstead
844164586,Ashfield Manor
845213167,The Dunyctor Pit
846261754,The Hearthwing Farmstead
847310332,The Stronghold of Kingwing
848358913,The Masterhart Graveyard
849407505,Copperhart Court
850456083,Ruins of Woodcroft Court
851505497,The Hawkcroft Cabin
852554075,The Wickcroft Cemetery
853602667,The Chrystorya Tradition
854651250,The Pit of Jubonah
855699828,The Rat and Dog Hostel
856748406,Infinite Soul of Kynareth
857796996,Ruins of Buckington Manor
858845580,The Ashford Plantation
859894185,Gaerford Grange
860942790,Altar of I'ric
861991375,Hawksly Grange
863039988,Joyous Martyr of Kynareth
864089331,Ruins of Ashham's Hold
865137932,The Mole and Badger Inn
866186527,Ruins of The Old Ashfield Shack
867235268,Hal's Tavern
868283849,Ruins of The Yeomham Farmstead
869332450,The Wooding Graveyard
870381922,Perpetual Seer of Kynareth
871430521,Coppercroft Palace
872479099,Holy Relic of Kynareth
873527715,The Laughing Goat Tavern
874576296,Tower Woodsley
875624910,The Theodyrick Quarry
876674258,Old Ysanna's Place
877722846,The Savage Skull Tavern
878771489,Tower Wicksmith
879820074,Gentle Idol of Kynareth
880868750,The Old Hawkston Place
881917359,The Hold of Wickston
882965937,Ruins of Old Elyzorya's Place
884014525,Castle Wickham
885063104,Shrine of Ephen
886112463,Ruins of Buckington Grange
887161089,Castle Yeomwing
888209690,Blackville
889258271,Eternal Rebirth of Kynareth
890306851,Ruins of The Woodton Farmstead
891355438,The Kinging Farmstead
892404054,The Hearthcroft Farmstead
893452655,Old Elyzayne's Hovel
894501234,Joyous Rebirth of Kynareth
895549821,Charborne
896598448,Eternal Soul of Kynareth
897647779,The Dirty Dungeon Tavern
898696365,The Sepulcher of Verulus
899744944,Newville
900793522,The Old Copperfield Shack
901842105,Ruins of Wicksmith Manor
902890685,Old Carolara's Hovel
903939298,Ruins of The Hold of Kington
904987888,Old Lysyrrya's Hovel
906036471,Ruins of The Hold of Woodwing
907085061,Kingwing Tower
908133661,The Cavern of Baalon
909182345,Old Chrystyn's Farm
910230930,The Copperston Plantation
911279528,The Toad and Castle Pub
912328106,The Greensley Farmstead
913377519,Hezardon
914426097,Ashhouse Court
915474699,Shrine of Dugrod
916523296,The Wickton Farmstead
917571880,Tamwich Court
918620472,The Hawksly Farmstead
919669060,The Copperwing Farmstead
920717642,Uptry
921766234,Hollech
922814848,Burning Martyr of Kynareth
923864191,Ruins of Hawkston Hall
924912790,Shrine of Bandi
925961404,Old Belladolda's Shack
927010061,Ruins of Yeomford Orchard
928058679,The Bedyn Tunnel
929107260,Perpetual Prophet of Kynareth
930155848,Uthane Laboratory
931204432,The Hold of Hawkford
932253011,Woodston Orchard
933301591,The Hawking Tombs
934350947,Joyous Seer of Kynareth
935399584,Blessed Rebirth of Kynareth
936448162,Ruins of Ashsley Manor
937496750,The Greenfield Cabin
938545346,Weeping Sunrise of Kynareth
939593954,The Gaerham Farmstead
940642541,Shrine of Jephre
941691120,The Gaering Cemetery
942739725,The Perore Lode
943788367,Buckingston Grange
944837728,The Hold of Moorwing
945886331,The Mooring Farmstead
946934917,Ruins of Hawkhouse Orchard
947983533,Kingwing Grange
949032112,Copperston Grange
950080814,Chestercastle
951129420,Ruins of Hearthham Orchard
952178807,Ruins of Ashsley Tower
953227386,Aldingwood
954275965,Ruins of Tower Greenham
955324597,Mooring Court
956373178,The Lair of Asmululullah
957421801,Ruins of Ashsmith Manor
958470411,The Cairn of Inveroghion
959519004,Aldingmoth Wood
960567590,Ruins of Old Carolyrrya's Shack
961616170,The Tower of Masterfield
962665516,Tamwold
963714138,The Buckinghouse Crypts
964762727,Singing Star of Kynareth
965811308,Ruins of The Gaersmith Cabin
966859966,The Hole of Maeleberiah
967908553,Yehoth
968957165,Reliquary of Raen
970006514,Bleeding Martyr of Kynareth
971055207,Moorsmith's Guard
972103790,The Queen's Ogre Tavern
973152402,Stokford
974200981,Ruins of Woodcroft Hall
975249560,Old Gwynyn's Place
976298180,The Woodston Farmstead
977346766,The Gondore Quarry
978395346,The Cathedral of Maelothessa
979443947,Joyous Omen of Kynareth
980493281,Ruins of Castle Moorston
981541891,The Red Bird Lodge
982590483,Old Elyzyn's Place
983639074,Greening Orchard
984687662,Inner Prophet of Kynareth
985736246,The Tristastyr Excavation
986784843,The Vannyvyra Convergence
987833421,Yeomsmith Grange
988882064,Kirkcester
989930645,Ruins of The Hawkhart Cabin
990979223,Tower Wicksly
992027823,Ruins of Buckinghouse Grange
993076422,Ruins of Buckington Palace
994125848,The Lynx and Goat Lodge
995174436,The Restless Dragon Pub
996223025,The Edwyn Pit
997271648,The Yeomhouse Farmstead
998320243,Castle Gaerhart
999368838,Silent Altar of Kynareth
1000417456,The Hearthcroft Tombs
1001466042,Blessed Idol of Kynareth
1002514644,The Balinxa Hole
1003563957,Grayvale
1004612546,The Hole of Homunithera
1005661227,The Laughing Dog Pub
1006709808,The Mastercroft Plantation
1007758389,The Old Hearthhouse Shack
1008807008,Wilderlech
1009855627,THe Crypts of Buckington
1010904986,Ruins of The Moorston Farmstead
1011953620,The Wickton Vaults
1013002201,The Old Moorfield Place
1014050779,Coppersley Manor
1015099360,The Coppersly Cabin
1016148019,Buckinghouse Grange
1017196609,Buckingston Manor
1018245217,The Fox and Priest Tavern
1019293828,The Sahebrothulla Cave
1020342424,The Coppercroft Graveyard
1021391740,Morirrugoth
1022440336,Gaerston Orchard
1023488920,The Geruchitheria Grotto
1024537506,Ruins of Wickhart Court
1025586137,Warcastle
1026634743,Old Vannausa's Farm
1027683347,Moorcroft Grange
1028731933,Warwark
1029780513,Greenhart Grange
1030829169,Ruins of Hearthhouse's Guard
1031877770,Old Carolausa's Hovel
1032927112,The Wickford Plantation
1033975694,Divad Monument
1035024285,Ruins of Buckingfield's Guard
1036072877,Charwold
1037121456,Ruins of Greenhart Hall
1038170036,Ruins of Ashhart's Hold
1039218657,Fearful Oracle of Kynareth
1040267236,The Buckinging Plantation
1041315824,Ruins of The Kingford Farmstead
1042364404,Vladelon Hall
1043412983,The Old Wicksly Shack
1044461581,Ruins of Woodhouse Palace
1045510223,Galloford Garden
1046559583,The Beaver and Dagger Lodge
1047608170,The Dead Goblin Tavern
1048656786,Joyous Relic of Kynareth
1049705411,THe Crypts of Buckinghouse
1050753990,The Lion and Cat Inn
1051802575,Jode Shrine
1052851157,Old Barbanna's Place
1053899747,The Old Wickfield Place
1054948354,Arkwick
1055996932,Ruins of Masterston Court
1057045535,The Kingsmith Vaults
1058094128,The Dead Fairy Pub
1059142717,Castle Yeomton
1060191295,The Masterhouse Farmstead
1061239885,The Buckingsly Plantation
1062289209,The Hawkhart Cabin
1063337790,Old Gwynolda's Farm
1064386392,The Dirty Castle Pub
1065434976,Old Carolanna's Shack
1066483590,Ruins of The Hawkham Plantation
1067532175,Ruins of The Gaerston Farmstead
1068580753,Anvil of Ebonarm
1069629337,Ruins of Ashsley Hall
1070677929,Ruins of Moorhouse Manor
1071726527,Morlath
